image,imports
users/pengfeizhan_niglas/Poyang_AreaV2/OSM_POYANG2000-2018_Hist-Perc5_2011_4,1
users/pengfeizhan_niglas/Poyang_AreaV2/OSM_POYANG2000-2018_Hist-Perc5_2011_5,1
users/pengfeizhan_niglas/Poyang_AreaV2/OSM_POYANG2000-2018_Hist-Perc5_2011_6,1
users/pengfeizhan_niglas/Poyang_AreaV2/OSM_POYANG2000-2018_Hist-Perc5_2011_7,1
users/pengfeizhan_niglas/Poyang_AreaV2/OSM_POYANG2000-2018_Hist-Perc5_2011_8,1
users/pengfeizhan_niglas/Poyang_AreaV2/OSM_POYANG2000-2018_Hist-Perc5_2011_9,1
users/pengfeizhan_niglas/Poyang_AreaV2/OSM_POYANG2000-2018_Hist-Perc5_2011_10,1
users/pengfeizhan_niglas/Poyang_AreaV2/OSM_POYANG2000-2018_Hist-Perc5_2011_11,1
users/pengfeizhan_niglas/Poyang_AreaV2/OSM_POYANG2000-2018_Hist-Perc5_2011_12,1
users/lyc984779961/CQ_Hillshadow,2
users/lyc984779961/CQ_max_water,2
LANDSAT/LC08/C02/T1_L2/LC08_145040_20191201,2
LANDSAT/LC08/C02/T1_L2/LC08_145040_20191115,2
LANDSAT/LC08/C02/T1_L2/LC08_145040_20190507,2
LANDSAT/LC08/C02/T1_L2/LC08_145040_20190421,2
LANDSAT/LC08/C02/T1_L2/LC08_145040_20190405,2
COPERNICUS/S2_SR/20200922T054639_20200922T055400_T43SDV,4
COPERNICUS/S2_SR/20200922T054639_20200922T055400_T43SEA,4
COPERNICUS/S2_SR/20200922T054639_20200922T055400_T43SCV,4
COPERNICUS/S2_SR/20200921T052651_20200921T053331_T44SKE,4
COPERNICUS/S2_SR/20200921T052651_20200921T053331_T44SKA,6
COPERNICUS/S2_SR/20200921T052651_20200921T053331_T44SLE,4
COPERNICUS/S2_SR/20200921T052651_20200921T053331_T44SLD,4
COPERNICUS/S2_SR/20200921T052651_20200921T053331_T44SKB,5
COPERNICUS/S2_SR/20200921T052651_20200921T053331_T43SGT,4
COPERNICUS/S2_SR/20200929T053649_20200929T053915_T43SFS,8
COPERNICUS/S2_SR/20200929T053649_20200929T053915_T43SFR,5
COPERNICUS/S2_SR/20200928T051701_20200928T051949_T44RMU,5
COPERNICUS/S2_SR/20201013T051749_20201013T051852_T44RLU,9
COPERNICUS/S2_SR/20201013T051749_20201013T051852_T44RMU,9
COPERNICUS/S2_SR/20201008T051721_20201008T051807_T44RLV,4
COPERNICUS/S2_SR/20201002T054649_20201002T055404_T43SDU,5
COPERNICUS/S2_SR/20190918T054639_20190918T055537_T43SDT,7
COPERNICUS/S2_SR/20190918T054639_20190918T055537_T43SCA,4
COPERNICUS/S2_SR/20190918T054639_20190918T055537_T43SDV,4
COPERNICUS/S2_SR/20190910T053641_20190910T053640_T43SEU,8
COPERNICUS/S2_SR/20190910T053641_20190910T053640_T43SET,8
COPERNICUS/S2_SR/20190910T053641_20190910T053640_T43SES,7
COPERNICUS/S2_SR/20201002T054649_20201002T055404_T43SCU,3
COPERNICUS/S2_SR/20201002T054649_20201002T055404_T43SCT,4
COPERNICUS/S2_SR/20200921T052651_20200921T053331_T44SKC,3
COPERNICUS/S2_SR/20200922T054639_20200922T055400_T43SDA,3
COPERNICUS/S2_SR/20200926T052649_20200926T053730_T44SLC,3
COPERNICUS/S2_SR/20190910T053641_20190910T053640_T43SFV,3
COPERNICUS/S2_SR/20190910T053641_20190910T053640_T43SFU,3
COPERNICUS/S2_SR/20190910T053641_20190910T053640_T43SFT,7
COPERNICUS/S2_SR/20190910T053641_20190910T053640_T43SDT,5
COPERNICUS/S2_SR/20190912T052649_20190912T053131_T43SGU,3
COPERNICUS/S2_SR/20190920T053641_20190920T054716_T43SEV,3
COPERNICUS/S2_SR/20190912T052649_20190912T053131_T43SGS,3
COPERNICUS/S2_SR/20190917T052651_20190917T053926_T43RGQ,2
COPERNICUS/S2_SR/20200929T053649_20200929T053915_T43SDS,2
COPERNICUS/S2_SR/20201001T052651_20201001T053726_T44RKV,3
COPERNICUS/S2_SR/20201001T052651_20201001T053726_T43SGR,3
COPERNICUS/S2_SR/20200921T052651_20200921T053331_T43SFR,2
COPERNICUS/S2_SR/20200928T051701_20200928T051949_T44RKU,2
COPERNICUS/S2_SR/20201009T053739_20201009T054103_T43SFS,4
COPERNICUS/S2_SR/20201006T052709_20201006T052904_T43SFR,1
COPERNICUS/S2_SR/20200929T053649_20200929T053915_T43SES,1
COPERNICUS/S2_SR/20201006T052709_20201006T052904_T43RGQ,1
COPERNICUS/S2_SR/20201011T052751_20201011T053056_T44RKV,12
COPERNICUS/S2_SR/20201006T052709_20201006T052904_T43SGR,1
COPERNICUS/S2_SR/20201004T053701_20201004T053701_T43SDT,1
COPERNICUS/S2_SR/20201017T054831_20201017T055905_T43SDT,1
COPERNICUS/S2_SR/20201004T053701_20201004T053701_T43SDS,1
COPERNICUS/S2_SR/20201013T051749_20201013T051852_T44RLV,5
COPERNICUS/S2_SR/20201013T051749_20201013T051852_T44RKU,5
COPERNICUS/S2_SR/20201011T052751_20201011T053056_T43SFR,3
COPERNICUS/S2_SR/20201019T053839_20201019T054625_T43SFR,3
COPERNICUS/S2_SR/20201009T053739_20201009T054103_T43SES,3
COPERNICUS/S2_SR/20201011T052751_20201011T053056_T43RGQ,3
COPERNICUS/S2_SR/20201011T052751_20201011T053056_T43SGR,3
COPERNICUS/S2_SR/20190910T053641_20190910T053640_T43SDU,3
COPERNICUS/S2_SR/20190918T054639_20190918T055537_T43SCU,3
COPERNICUS/S2_SR/20200922T054639_20200922T055400_T43SDU,3
COPERNICUS/S2_SR/20200919T053649_20200919T054117_T43SEU,3
LANDSAT/LC08/C02/T1_L2/LC08_145040_20201203,1
LANDSAT/LC08/C02/T1_L2/LC08_145040_20201117,1
LANDSAT/LC08/C02/T1_L2/LC08_145040_20201016,1
LANDSAT/LC08/C02/T1_L2/LC08_145040_20200525,1
LANDSAT/LC08/C02/T1_L2/LC08_145040_20200407,1
LANDSAT/LC08/C02/T1_L2/LC08_145040_20200322,1
LANDSAT/LC08/C02/T1_L2/LC08_145040_20200203,1
MODIS/006/MOD09GQ/2018_03_31,1
MODIS/006/MOD09GQ/2018_03_22,1
MODIS/006/MOD09GQ/2018_03_23,1
MODIS/006/MOD09GQ/2018_03_24,1
MODIS/006/MOD09GQ/2018_03_25,1
MODIS/006/MOD09GQ/2018_03_26,1
MODIS/006/MOD09GQ/2018_03_27,1
MODIS/006/MOD09GQ/2018_03_28,1
MODIS/006/MOD09GQ/2018_03_29,1
MODIS/006/MOD09GQ/2018_03_30,1
users/09divesh/forest_type2,1
users/09divesh/Dem_odisha,1
COPERNICUS/S2_SR/20200918T051701_20200918T052820_T44SMD,1
COPERNICUS/S2_SR/20200918T051701_20200918T052820_T44SME,1
COPERNICUS/S2_SR/20200919T053649_20200919T054117_T43SFA,1
COPERNICUS/S2_SR/20200919T053649_20200919T054117_T43SEA,1
COPERNICUS/S2_SR/20200911T052651_20200911T052649_T44SLB,1
COPERNICUS/S2_SR/20200919T053649_20200919T054117_T43SGV,1
COPERNICUS/S2_SR/20200911T052651_20200911T052649_T44SKD,1
COPERNICUS/S2_SR/20200911T052651_20200911T053945_T44SLB,1
COPERNICUS/Landcover/100m/Proba-V-C3/Global/2018,69
LANDSAT/LC08/C01/T1_TOA/LC08_119034_20130320,9
projects/PeruREDD/Export_Forest_Change_Info07_19,2
projects/PeruREDD/Degradacion/Stratification_07_19_geo,2
projects/PeruREDD/Degradacion/DATE_07_19_geo,2
projects/PeruREDD/Perdida_2001_2019,1
projects/incend2020/assets/Otros/Bosque_Amazonia2010,19
projects/temporales-318716/assets/NB_MASK_0821,6
"projects/temporales-318716/assets/ParchesV2/RF_Reg""+Region+""_""+anio1+""_Correction_Parche_N1",2
projects/PeruREDD/Composite2011/Compiste2011_p1,3
projects/PeruREDD/Composite2011/Compiste2011_p2,3
projects/PeruREDD/Composite2011/Compiste2011_p3,3
projects/PeruREDD/Composite2011/Compiste2011_p4,3
projects/PeruREDD/Composite2011/Compiste2011_p5,3
projects/PeruREDD/Composite2011/Compiste2011_p6,3
projects/PeruREDD/Composite2011/Compiste2011_p7,3
projects/PeruREDD/Composite2011/Compiste2011_p8,3
UMD/hansen/global_forest_change_2014,88
UMD/hansen/global_forest_change_2015_v1_3,258
UMD/hansen/global_forest_change_2016_v1_4,477
UMD/hansen/global_forest_change_2017_v1_5,741
"projects/temporales-318716/assets/Resultados_RF_Corr/RF_Reg""+rEgion+""_""+anio+""_Correction",1
"projects/temporales-318716/assets/ParchesV2/RF_Reg""+rEgion+""_""+anio+""_Correction_Parche_N1",1
projects/PeruREDD/Coded2020/Perdida_2001_2020,6
LANDSAT/LC8_L1T_TOA/LC82170742016223LGN00,24
users/10358005/Hamburg1978,2
users/10358005/liaocheng,4
users/10358005/JZseattle1983,2
users/10358014/Cixi_new,1
users/10358014/CHN/Cixi_new,1
users/10358014/CHN/Fu_zhou_new,2
users/10358014/DEU/Berlin_new,2
users/10358014/FRA/Marseilles_SG,2
users/10358014/FRA/Marseilles_new,2
users/10358014/RUS_amure/amure_new,2
users/10358014/RUS_Angalsk/Angalsk_new,2
users/10358014/RUS/Kolomna_new,2
users/10358014/RUS_Tajil/Lower_Tajil_new,2
users/10358014/ST_Paul/St_paul_new,2
users/103b6015/Buenos_Aires_clip,2
users/103b6015/11/Leominster,2
users/103b6015/Portland1_Clip1,2
users/103b6015/Iran_Rud_Sar1,2
users/103b6015/yanqing/YQ_Clip1,2
users/103b6051/SG_VI/sg_ndgi_20190915_20200710_30,5
users/103b6051/SG_VI/sg_ndpi_20190915_20200710_30,5
users/103b6051/SG_VI/sg_ndvi_20190915_20200710_30,5
users/huangfujue/geng_di/minheGD1,15
users/103b6051/VI/ndvi_20190826_20200730_34,3
users/103b6051/VI/ndpi_20190826_20200730_34,3
users/103b6051/VI/ndgi_20190826_20200730_34,3
users/103b6051/PT-DTW_20201025/ndgi_dtw_3-6_27-30_20211025,2
users/103b6051/PT-DTW_20201025/ndpi_dtw_3-6_27-30_20211025,2
users/103b6051/PT-DTW_20201025/ndvi_dtw_3-6_27-30_20211025,2
users/103b6051/PT-DTW_20201025/ndgi_dtw_4-8_27-30_20211025,1
users/103b6051/PT-DTW_20201025/ndpi_dtw_4-8_27-30_20211025,1
users/103b6051/PT-DTW_20201025/ndvi_dtw_4-8_27-30_20211025,1
users/103b6051/PT-DTW_20201025/ndgi_dtw_5-10_27-30_20211025,1
users/103b6051/PT-DTW_20201025/ndpi_dtw_5-10_27-30_20211025,1
users/103b6051/PT-DTW_20201025/ndvi_dtw_5-10_27-30_20211025,1
users/huangfujue/sg_ndpi,2
users/huangfujue/sg_ndgi,2
users/huangfujue/sg_ndvi,2
users/103b6051/PT-DTW-IMAGE/ndgi_dtw_28_20211017,2
users/103b6051/PT-DTW-IMAGE/ndpi_dtw_28_20211017,2
users/103b6051/PT-DTW-IMAGE/ndvi_dtw_28_20211017,1
users/103b6051/PT-DTW-IMAGE/ndgi_dtw_30_Image_new_2-6,1
users/103b6051/PT-DTW-IMAGE/ndpi_dtw_30_Image_new_2-6,1
users/103b6051/PT-DTW-IMAGE/ndvi_dtw_30_Image_new_2-6,1
users/103b6051/PT-DTW-IMAGE/ndgi_dtw_30_Image_new_2-8,1
users/103b6051/PT-DTW-IMAGE/ndpi_dtw_30_Image_new_2-8,1
users/103b6051/PT-DTW-IMAGE/ndvi_dtw_30_Image_new_2-8,1
users/103b6051/PT-DTW-IMAGE/ndgi_dtw_30_Image_new_2-10,1
users/103b6051/PT-DTW-IMAGE/ndpi_dtw_30_Image_new_2-10,1
users/103b6051/PT-DTW-IMAGE/ndvi_dtw_30_Image_new_2-10,1
users/103b6051/PT-DTW-IMAGE/ndgi_dtw_210_20211017,1
users/103b6051/PT-DTW-IMAGE/ndpi_dtw_210_20211017,1
users/103b6051/PT-DTW-IMAGE/ndvi_dtw_210_20211017,1
users/103b6051/PT-DTW-IMAGE/ndgi_dtw_26_20211017,1
users/103b6051/PT-DTW-IMAGE/ndpi_dtw_26_20211017,1
users/103b6051/PT-DTW-IMAGE/ndvi_dtw_26_20211017,2
users/103b6051/PT-DTW-IMAGE/ndgi_dtw_48_20211017,1
users/103b6051/PT-DTW-IMAGE/ndpi_dtw_48_20211017,1
users/103b6051/PT-DTW-IMAGE/ndvi_dtw_48_20211017,1
users/103b6051/PT_DTW_20201023/ndgi_dtw_3-6_27-30_20211023,1
users/103b6051/PT_DTW_20201023/ndgi_dtw_4-8_27-30_20211023,1
users/103b6051/PT_DTW_20201023/ndgi_dtw_5-10_27-30_20211023,1
users/103b6051/PT_DTW_20201023/ndpi_dtw_3-6_27-30_20211023,1
users/103b6051/PT_DTW_20201023/ndpi_dtw_4-8_27-30_20211023,1
users/103b6051/PT_DTW_20201023/ndpi_dtw_5-10_27-30_20211023,1
users/103b6051/PT_DTW_20201023/ndvi_dtw_3-6_27-30_20211023,1
users/103b6051/PT_DTW_20201023/ndvi_dtw_4-8_27-30_20211023,1
users/103b6051/PT_DTW_20201023/ndvi_dtw_5-10_27-30_20211023,1
users/103b6051/ndgi_dtw_30yangben,2
users/103b6051/ndpi_dtw_30yangben,2
users/103b6051/ndvi_dtw_30yangben,2
users/103b6051/dtw_2_6_26_30/ndvi_dtw_2_6_26_30,1
users/103b6051/dtw_2_6_26_30/ndpi_dtw_2_6_26_30,1
users/103b6051/dtw_2_6_26_30/ndgi_dtw_2_6_26_30,1
LANDSAT/LE07/C02/T1_L2/LE07_233058_20011113,4
COPERNICUS/S2/20150821T111616_20160314T094808_T30UWU,24
MODIS/006/MCD12Q1/2020_01_01,10
users/103bc027/11,2
users/103bc027/Ankara1,2
users/103bc027/chicozz,2
users/103bc027/a,2
users/103bc027/Hangzhou1,2
users/103bc027/Nordhausen,2
users/103bc027/Oklahoma,2
users/103bc027/paraiso1,2
users/103bc027/Queretaro,2
users/103bc027/Salinas,2
users/103bc027/shouguang,2
users/103bc027/111,2
users/103bc031/Baltimore/JZBaltimore19821,2
users/103bc031/Houston/JZHouston19821,2
users/103bc031/Langarud/JZLangarud,2
users/103bc031/Mesa/JZ_Mesa,2
users/103dg007/USA/LasVegas,18
users/103dg007/USA/Langrud,1
users/103bc031/Raleigh/JZ_Raleigh1983,2
users/103bc031/wuxi/JZ_wuxi1983,2
users/103bc034/Axapusco,2
users/103bc034/tif3,4
users/103bc034/Fujisawa,2
users/103bc034/Gaziantep,2
users/103bc034/Izmir1,2
users/103bc034/Mexico_city,2
users/103bc034/pervour,2
users/103bc034/xq14,1
users/103bc034/tif2,2
users/103bc034/Korea,2
users/103bc036/SaoGoncalo1,4
users/103bc036/richmond11,1
users/103bc036/ElAlto1,1
projects/ee-103bc0362/assets/wh,2
users/103bc036/xichang02,1
users/103bc036/tampa1,1
users/103bc036/varadero3,1
users/103bc036/leon,1
users/103bc036/port3,1
users/103bc036/aguas1,1
LANDSAT/LC8_L1T_TOA/LC81230322014135LGN00,22
USDA/NASS/CDL/2014,56
USGS/NLCD/NLCD2011,355
LANDSAT/LC08/C01/T1_SR/LC08_123039_20190614,4
LANDSAT/LC08/C01/T1/LC08_044034_20140318,435
COPERNICUS/S2/20190604T025551_20190604T030451_T50RKU,2
COPERNICUS/S2/20190604T025551_20190604T030451_T50RLU,2
users/103bc040/sf2,10
users/103bc040/B,2
users/103bc040/c,2
users/103bc040/b,2
users/103bc040/g,2
users/103bc040/f11,4
users/103bc040/a12clip1,2
users/103bc040/p,2
users/103bc041/keren,1
users/103bc041/konin,1
users/103bc041/Miami,2
users/103bc041/omsk,1
users/103bc041/Shanghai2,1
users/103bc041/Lansing,1
users/103bc041/Russian_Volgogard,1
users/103bc048/Bacau1980,2
users/103bc048/Cairo1980,2
users/103bc048/sudankassala,2
users/103bc048/Olympia,2
users/103bc048/Porto1978,2
users/103bc048/Santiago1979,2
users/103bc048/SaoPaulo1980,2
users/103bc048/Surabaya1980,2
users/103bc048/Zhengzhou1980,2
users/103bc050/Image/Alexandria1978_new,2
users/103bc050/Image/Baotou1980_new,2
users/103bc050/Image/Bucharest_1980new,2
users/103bc050/Image/Fremont1983new,2
users/103bc050/Image/Peshawar1978_new,2
users/103bc050/Image/Sangerhausen1978_new,2
users/103bc050/Image/Tashkent_new,2
users/103bc051/Gedian_new,2
users/103bc051/Madrid/Madrid_new,2
users/103bc051/Milan/Milan_new,2
users/103bc051/Neaples/Neaples_new,2
users/103bc051/San_Juan/San_Juan_new,2
users/103bc051/8,2
users/103bc051/Shaoxing/Shaoxing_new,2
users/103bc051/Ekaterinburg_new,2
users/103bc052/Baghdad/Baghdad_map_Clip1,2
users/103bc052/baku/D3C1214401035F005_CopyRaster11,2
users/103bc052/karachi/D3C1214200573A022_CopyRaster1,2
users/103bc052/D3C1215200658F010_CopyRaster31,2
users/103bc052/lijiang/lijiang_CopyRaster1,2
users/103bc052/Moscow/D3C1216100185A006_CopyRaster1,2
users/103bc052/lahore/1,2
users/103bc052/washingtonDc/Washington_DC_b_CopyRast1,2
users/103bc053/jc,2
users/103bc053/D3C1219-200658A001_a,3
users/103dg007/USA/Solano,1
users/103bc056/Bishkek,2
users/103bc056/D3C1214401211F007_aclipquheibian1,2
users/103bc056/Datong,2
users/103bc056/Harare,2
users/103bc056/Lanzhou,2
users/103bc056/Lyon,2
users/103bc056/D3C1214401211F007_a_Clip1,1
users/103bc056/Chur,1
users/103bc056/hennepin,4
users/103bc056/Sao_Jose_dos_Campos,2
users/103bc056/UlanBator,2
users/103d5014/Atlanta/Atlanta_1,2
users/103d5014/RanchoCucamonga/YXab_new,2
users/103d5014/Detroit/Wayne_cj,2
users/103d5014/Ekibastuz/Ekibastuz_cj,2
users/103d5014/SaltLake/SaltLake_cj,2
users/103d5014/Zheleznogorsk/Zheleznogorsk_cj,2
users/tiocm1067581/Harbin_map,21
users/103dg007/USA/Washington_1982,5
users/103dg007/d4,2
users/tiocm1067581/Harbin_2,5
users/103dg007/USA/Boston1979,2
users/103dg007/USA/Boston1982,3
users/103dg007/USA/Washington_1979,8
users/103dg007/USA/Washington_1984,3
users/103dg007/USA/Washion1984,1
users/103dg007/USA/phoenixSC,2
users/tiocm1067581/Washington_1979,21
users/tiocm1067581/Washington_1982,11
users/tiocm1067581/Washington_1984,12
users/103dg019/D3C1215-401142F008_b,16
users/103dg019/hs,2
users/103dg019/quheibianusa,6
users/103dg019/11/hs,2
users/103dg019/blomefontein,2
users/103dg019/portElizabeth,2
users/103dg019/arequipaZZ,2
users/103dg019/VdelM,4
users/103dg019/XHB5,2
users/103dg024/clusters_SNIC,1
users/103dg024/CDL2019_clip,4
users/103dg024/51T_20200101-20210101,1
users/103dg024/51U_20200101-20210101,1
users/103dg024/52T_20200101-20210101,1
users/103dg024/52U_20200101-20210101,1
users/103dg024/53T_20200101-20210101,1
LANDSAT/LE7_L1T/LE70440342016075EDC00,55
LANDSAT/LE7_L1T/LE70440342016027EDC00,54
JAXA/ALOS/AW3D30_V1_1,1414
NASA/ASTER_GED/AG100_003,350
users/1269503302/rf1994v2,1
users/1269503302/rf1995v2,1
users/1269503302/rf1996v2,1
users/1269503302/rf1997v2,1
users/1269503302/rf1998v2,1
users/1269503302/rf2004v2,3
users/1269503302/rf2005v2,3
USDA/NAIP/DOQQ/n_4211317_sw_12_1_20040628,1
COPERNICUS/S2/20151206T042142_20170519T023256_T46RFT,1
LANDSAT/LC8_L1T_TOA/LC81450402015100LGN00,6
LANDSAT/LC8_L1T_TOA/LC80260472014047LGN00,5
MODIS/051/MCD12Q1/2012_01_01,169
LANDSAT/LC8_L1T_32DAY_TOA/20130407,75
USDA/NAIP/DOQQ/m_4207148_nw_19_1_20120710,43
LANDSAT/LC8_L1T_TOA/LC80440342014237LGN00,11
WWF/HydroSHEDS/03CONDEM,108
CIESIN/GPWv4/population-count/2015,30
COPERNICUS/S2/20151114T052052_20161224T224624_T44RLU,1
Oxford/MAP/accessibility_to_cities_2015_v1_0,112
Oxford/MAP/friction_surface_2015_v1_0,30
NOAA/DMSP-OLS/CALIBRATED_LIGHTS_V4/F16_20100111-20110731_V4,4
LANDSAT/LC8_L1T_ANNUAL_NDVI/2015,12
UCSB-CHG/CHIRPS/DAILY/20180101,1
TRMM/3B42/3B42_20171130_21_7,1
LE7_TOA_5YEAR/2008_2012,13
COPERNICUS/S2/20151206T042142_20170519T010750_T46QDJ,3
COPERNICUS/S2/20171230T042149_20171230T042930_T46QDJ,3
LANDSAT/LC8_L1T_TOA/LC81450392017009LGN00,1
LE7_TOA_1YEAR/2001,25
LC8_L1T_TOA/LC81460392015091LGN00,1
LANDSAT/LC8_L1T_TOA/LC81480382015281LGN00,3
LANDSAT/LC8_L1T/LC80440342014077LGN00,102
JRC/GSW1_0/YearlyHistory,1
LANDSAT/LC8_L1T_TOA/LC81450402014353LGN00,2
LANDSAT/LE7_TOA_1YEAR/2014,39
LANDSAT/LC8_L1T_ANNUAL_TOA/2015,9
LANDSAT/LC08/C01/T1_TOA/LC08_045034_20140221,2
users/1363989042/GLC_FCS30_2020_E110N40,4
USDA/NASS/CDL/2016,338
users/rc474048903/damaextraction/heshunxian_cropland,4
COPERNICUS/S2_SR/20210401T024541_20210401T024633_T50SPB,1
COPERNICUS/S2_SR/20210503T023549_20210503T024725_T51RTQ,7
users/1367683089/Dalunwen/farmland30,20
users/1367683089/Dalunwen/Mazie2015,2
users/1367683089/Dalunwen/Mazie2016,2
users/1367683089/Dalunwen/Mazie2017,2
users/1367683089/Dalunwen/Mazie2018,2
users/1367683089/Dalunwen/Mazie2019,2
users/1367683089/Dalunwen/Mazie2020,2
users/1367683089/Dalunwen/Rice2015,2
users/1367683089/Dalunwen/Rice2016,2
users/1367683089/Dalunwen/Rice2017,2
users/1367683089/Dalunwen/Rice2018,2
users/1367683089/Dalunwen/Rice2019,3
users/1367683089/Dalunwen/Rice2020,3
users/1367683089/Dalunwen/wheat_2015,2
users/1367683089/Dalunwen/wheat_2016,2
users/1367683089/Dalunwen/wheat_2017,2
users/1367683089/Dalunwen/wheat_2018,2
users/1367683089/Dalunwen/wheat_2019,2
users/1367683089/Dalunwen/wheat_2020,2
projects/ee-1367683089/assets/yanchaoxiugai/wheat_2015_final,3
users/soybean/proc_landuse30m_china,36
users/yanchao/Cropland_quality/nirv_trend_01-19,19
users/yxflovexh/new_K/IGBP_vegetataion,84
users/yingze/LUCC/JL_cropland,95
users/yingze/LUCC/HLJ_cropland,69
users/yingze/LUCC/LN_cropland,80
projects/ee-1367683089/assets/yanchaoxiugai/maize_2015_yanmo_final,5
projects/ee-1367683089/assets/yanchaoxiugai/rice_2015_final,5
projects/ee-1367683089/assets/yanchaoxiugai/aat10dem1,5
projects/ee-1367683089/assets/yanchaoxiugai/DEM,5
projects/ee-1367683089/assets/yanchaoxiugai/rice_2016_final,3
projects/ee-1367683089/assets/yanchaoxiugai/rice_2017_final,3
projects/ee-1367683089/assets/yanchaoxiugai/rice_2018_final,3
projects/ee-1367683089/assets/yanchaoxiugai/rice_2019_final,3
projects/ee-1367683089/assets/yanchaoxiugai/rice_2020_final,3
projects/ee-1367683089/assets/yanchaoxiugai/maize_2016_yanmo_final,3
projects/ee-1367683089/assets/yanchaoxiugai/maize_2018_yanmo_final,3
projects/ee-1367683089/assets/yanchaoxiugai/maize_2017_yanmo_final,2
projects/ee-1367683089/assets/yanchaoxiugai/maize_2019_yanmo_final,2
projects/ee-1367683089/assets/yanchaoxiugai/maize_2020_yanmo_final,2
projects/ee-1367683089/assets/yanchaoxiugai/maize_2015_only_rice_yanmo,2
projects/ee-1367683089/assets/yanchaoxiugai/maize_2016_only_rice_yanmo,2
projects/ee-1367683089/assets/yanchaoxiugai/maize_2017_only_rice_yanmo,2
projects/ee-1367683089/assets/yanchaoxiugai/maize_2018_only_rice_yanmo,2
projects/ee-1367683089/assets/yanchaoxiugai/maize_2019_only_rice_yanmo,2
projects/ee-1367683089/assets/yanchaoxiugai/maize_2020_only_rice_yanmo,2
projects/ee-1367683089/assets/yumi_fenqu_tiaozheng/Maize_2020_fenqu_only_rice_yanmo,2
projects/ee-1367683089/assets/yumi_fenqu_tiaozheng/Maize_2020_fenqu_only_rice_yanmo_2,2
projects/ee-1367683089/assets/yumi_fenqu_tiaozheng/Maize_2020_fenqu_only_rice_yanmo_3,2
projects/ee-1367683089/assets/yanchaoxiugai/Slope,4
projects/ee-1367683089/assets/Maize_2015_only_rice_yanmo,1
projects/ee-1367683089/assets/yumi_fenqu_tiaozheng/maize2015,1
users/cyrilballs6/2015M21,1
users/cyrilballs6/2015M1,1
users/cyrilballs6/30-500_30baifenbi_2020,2
users/yxflovexh/new_K/ndvi_max,64
users/nirv/gobal-vege-reason-analysis/speci_indic,25
users/yxflovexh/new_K/FLDAS_precipation01,35
users/yxflovexh/new_K/FLDAS_temperature01,35
users/yxflovexh/new_K/evi2_max,64
users/yxflovexh/new_K/nirv_max,65
users/yxflovexh/new_K/lai_max,64
users/yxflovexh/new_K/mod_max,65
users/yxflovexh/new_K/pml_max,63
users/yxflovexh/new_K/speci_indice,14
users/1367683089/IGBP_vegetataion/IGBP_vegetataion,41
users/yanchao/2001-2003_CO2_mean,3
users/awen88458/nirvGPP/nirv_2012,4
users/1367683089/wenzhang/MODGPP_trend,1
users/1367683089/wenzhang/nirv_trend,4
users/1367683089/wenzhang/trend_nirv_modgpp,1
users/1367683089/airtemp_mean_trend,1
users/1367683089/Rainf_mean_trend,1
users/1367683089/wenzhang/nirv_grade_2003ban,3
users/yxflovexh/nirv/nirv_max-0,13
users/yxflovexh/nirv/nirv_max-2,11
users/1367683089/EVI2-Max/evi2_max2001,1
users/yxflovexh/nirv/nirv_max-11,8
users/1367683089/wenzhang/nirv_grade_2012,3
users/yzy/Cropland_quality_01_19/nirv_grade20_land_2001,13
users/yzy/Cropland,30
users/yzy/JL_cropland,10
users/yzy/30m_cropland,29
users/1367683089/nirv_grade_2003ban,1
users/1367683089/wenzhang/nirv_grade_2016,1
users/1367683089/Dalunwen/Whear2015_int1,1
users/1367683089/Dalunwen/Wheat2020_int1,1
users/1367683089/Dalunwen/Maize2005,1
users/1367683089/Dalunwen/Maize2015,1
users/1367683089/Dalunwen/Maize2018,1
users/1367683089/Dalunwen/Maize2020_va25_evi,1
users/1367683089/Dalunwen/Rice2005_xin1,1
users/1367683089/Dalunwen/Rice2015_xin1,1
users/1367683089/Dalunwen/Rice2018_xin1,1
users/1367683089/Dalunwen/Rice2019_xin1,1
users/1367683089/Dalunwen/Rice2020_xin1,1
